Absolute performance profile for SolverTime
Filter: within 1% of known optimal value and not failed
             baronBM  baronBMc  baronHR  baronHRc  cplexBM  cplexHRc  knitroBM  knitroBMc  knitroHR  knitroHRc  mosekBM  mosekBM.2  mosekBMc  mosekBMc.2  mosekHRc  mosekHRc.2  sbbknitroBM  sbbknitroBMc  sbbknitroHR  sbbknitroHRc  sbbmosekBM  sbbmosekBMc  sbbmosekHR  sbbmosekHRc
0.100000          29        13       22        10       10        11        21         11        27         18       10          5        20          17        23          23            1             1           12             1           5            9           0           15
1.900850         191       101       82        10       44        36        98         35        75         25       34         12        77         108       164         138           25            25           46            24          10           27           0           79
3.701701         205       107      105        12       66        51       136         44       102         30       48         16       102         124       214         186           32            30           67            36          14           36           0          102
5.502551         224       110      114        14       96        60       157         56       128         36       58         22       124         130       237         209           42            42           87            39          24           52           0          118
7.303402         237       112      130        18      115        68       167         66       146         40       66         23       142         135       255         217           51            47          100            42          31           64           0          131
9.104252         249       118      139        21      119        74       179         74       160         43       76         24       155         136       268         229           62            59          106            44          39           77           0          149
10.905103        260       121      148        22      124        82       185         76       170         46       80         26       165         138       279         235           65            62          111            46          42           83           0          160
12.705953        270       127      157        23      128        84       190         78       179         48       81         29       168         143       291         239           69            67          119            48          43           87           0          165
14.506803        281       131      168        27      132        88       196         82       186         51       87         30       176         144       296         246           75            74          126            51          44           90           0          170
16.307654        285       138      174        28      137        88       201         83       194         55       93         33       183         147       300         248           78            76          133            54          51           99           0          175
18.108504        291       143      184        34      142        88       204         83       203         57      100         38       191         152       305         250           83            80          137            56          52          100           0          177
19.909355        294       144      187        35      146        90       208         83       209         59      104         41       196         156       310         251           90            85          141            58          56          106           0          181
21.710205        300       145      192        36      148        92       214         83       217         60      105         42       198         158       312         255           93            89          142            58          61          111           0          186
23.511056        303       145      196        38      149        95       218         83       224         60      109         44       202         162       312         258           94            93          144            58          65          116           0          190
25.311906        310       149      202        38      149        99       220         84       226         62      110         45       204         164       316         260           95            93          146            63          67          119           0          191
27.112756        315       149      206        41      150        99       223         84       228         66      110         46       204         168       319         260           99            97          148            65          67          120           0          194
28.913607        321       150      209        44      150       100       226         85       231         68      112         48       206         173       319         262          102           102          149            69          67          121           0          194
30.714457        326       151      212        47      152       102       227         86       235         69      112         49       206         176       323         262          105           106          151            71          68          123           0          196
32.515308        327       152      217        49      153       107       229         86       238         70      117         49       212         179       323         265          107           107          155            72          69          124           0          201
34.316158        330       154      224        51      156       108       235         86       239         70      119         51       215         182       323         266          108           108          157            73          71          127           0          204
36.117009        331       154      224        51      157       112       240         87       242         72      119         54       215         186       324         266          112           111          160            73          71          127           0          205
37.917859        334       155      226        52      157       117       241         88       245         73      119         56       216         190       326         268          112           111          162            75          71          127           0          209
39.718709        335       158      226        53      158       118       244         88       248         73      119         58       217         192       328         271          113           112          163            75          71          128           0          213
41.519560        336       159      230        54      158       120       247         89       251         74      120         59       218         195       332         271          113           112          167            76          71          128           0          215
43.320410        338       161      233        56      159       121       252         90       254         74      121         59       219         195       332         272          113           113          169            80          72          131           0          217
45.121261        341       161      234        57      160       121       256         90       258         74      123         61       222         198       332         272          117           117          169            81          72          131           0          217
46.922111        344       161      237        58      161       123       260         90       261         75      125         61       224         199       334         272          117           117          170            81          72          131           0          217
48.722961        346       161      239        59      161       125       261         90       265         76      125         61       224         201       335         274          118           117          172            84          73          132           0          219
50.523812        346       161      241        59      161       126       262         90       269         76      126         63       226         204       336         274          119           119          173            86          73          132           0          221
52.324662        347       161      242        59      162       128       263         90       271         76      126         63       227         204       337         274          119           119          174            86          73          132           0          223
54.125513        347       161      243        61      163       129       265         90       272         77      127         63       229         205       337         275          120           121          175            86          75          135           0          225
55.926363        348       161      244        62      163       129       267         91       272         80      127         63       234         206       339         275          121           121          175            86          75          135           0          225
57.727214        349       161      245        64      163       129       267         91       272         82      127         63       238         206       339         276          121           122          177            86          76          137           0          225
59.528064        349       161      245        67      163       130       267         92       272         85      129         63       240         206       339         276          123           124          180            86          76          137           0          226
61.328914        349       161      246        67      164       130       268         92       275         86      129         63       240         207       339         276          126           127          181            87          78          139           0          226
63.129765        349       161      248        67      165       133       269         93       278         86      130         67       243         211       339         277          128           129          181            88          78          139           0          228
64.930615        350       161      248        67      167       134       269         96       279         89      130         67       247         212       340         279          129           129          183            88          79          143           0          230
66.731466        350       163      249        67      167       134       272         96       280         92      130         67       247         213       340         280          129           130          184            89          79          143           0          230
68.532316        351       163      250        67      167       134       272         96       282         93      130         67       247         213       342         280          129           130          185            92          79          144           0          230
70.333167        351       163      252        67      167       135       272         97       282         93      132         68       250         214       343         280          131           131          186            92          80          145           0          232
72.134017        352       164      252        68      167       135       272         97       282         95      132         69       251         215       343         280          131           131          186            92          81          146           0          235
73.934867        353       164      252        69      168       136       272         97       284         97      132         69       252         216       345         280          132           132          187            93          81          147           0          236
75.735718        353       164      252        71      169       136       273         98       284         98      132         70       253         217       346         280          133           133          189            94          81          147           0          237
77.536568        353       164      253        71      169       137       274         99       284         99      132         70       257         217       347         281          134           135          191            95          83          149           0          237
79.337419        353       164      254        72      169       137       274         99       284        100      132         70       257         218       347         282          134           136          192            95          83          151           0          238
81.138269        353       165      255        72      169       137       274         99       285        101      133         70       258         219       348         284          135           136          193            95          83          151           0          238
82.939120        354       165      256        72      169       139       275        100       285        102      135         70       260         219       348         284          136           137          197            95          83          151           0          239
84.739970        354       165      257        72      169       139       275        102       286        103      135         70       260         219       348         284          137           137          197            96          83          151           0          241
86.540820        354       165      258        72      169       140       275        102       287        104      136         70       261         219       348         284          138           138          197            96          84          152           0          242
88.341671        354       165      259        73      170       140       275        102       287        104      137         70       262         219       348         284          139           139          199            96          84          152           0          242
90.142521        354       165      261        73      170       141       275        102       288        104      138         71       263         221       348         285          139           139          200            97          86          155           0          245
